,menu_id,place,occasion,date,location,page_count,dish_count,dish_name,dish_id,menu_item_id,menu_page_id,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price,price_x,high_price,tokenized_desc,no_stopwords,pos_desc,desc_len,desc_all_len,cleaned_text,clean_text,decade,avg_price_at_restaurant
492554,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,ir royal (champagne besserat de bellefon au cassis) la coupe,170244.0,527785,45585,1,1,1993,1993,0.0,0.0,40.0,,"['ir', 'royal', '(champagne', 'besserat', 'de', 'bellefon', 'au', 'cassis)', 'la', 'coupe']","['ir', 'royal', '(champagne', 'besserat', 'de', 'bellefon', 'au', 'cassis)', 'la', 'coupe']","[('ir', 'NN'), ('royal', 'NN'), ('(champagne', 'NNP'), ('besserat', 'NN'), ('de', 'FW'), ('bellefon', 'FW'), ('au', 'FW'), ('cassis)', 'NN'), ('la', 'NN'), ('coupe', 'NN')]",10.0,10.0,"'ir', 'royal', '(champagne', 'besserat', 'de', 'bellefon', 'au', 'cassis)', 'la', 'coupe'",ir royal champagne besserat de bellefon au cassis la coupe,1990,150.61111111111111
492555,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,ir royal (champagne besserat de bellefon a la frambois) la coupe,170245.0,527786,45585,1,1,1993,1993,0.0,0.0,40.0,,"['ir', 'royal', '(champagne', 'besserat', 'de', 'bellefon', 'a', 'la', 'frambois)', 'la', 'coupe']","['ir', 'royal', '(champagne', 'besserat', 'de', 'bellefon', 'la', 'frambois)', 'la', 'coupe']","[('ir', 'NN'), ('royal', 'NN'), ('(champagne', 'NNP'), ('besserat', 'NN'), ('de', 'FW'), ('bellefon', 'FW'), ('la', 'FW'), ('frambois)', 'FW'), ('la', 'FW'), ('coupe', 'NN')]",10.0,11.0,"'ir', 'royal', '(champagne', 'besserat', 'de', 'bellefon', 'la', 'frambois)', 'la', 'coupe'",ir royal champagne besserat de bellefon la frambois la coupe,1990,150.61111111111111
492556,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,brouilly 1992 de georges duboeuf a romaneche-thorins ,170246.0,527787,45585,1,1,1993,1993,0.0,0.0,60.0,110.0,"['brouilly', '1992', 'de', 'georges', 'duboeuf', 'a', 'romaneche-thorins']","['brouilly', '1992', 'de', 'georges', 'duboeuf', 'romaneche-thorins']","[('brouilly', 'RB'), ('1992', 'CD'), ('de', 'IN'), ('georges', 'NNS'), ('duboeuf', 'VBP'), ('romaneche-thorins', 'NNS')]",6.0,7.0,"'brouilly', '1992', 'de', 'georges', 'duboeuf', 'romaneche-thorins'",brouilly  de georges duboeuf romanechethorins,1990,150.61111111111111
492557,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,"salade de mache, endives et betteraves cuites au four au vinaigre de vin vieux",170247.0,527788,45586,1,1,1993,1993,0.0,0.0,40.0,,"['salade', 'de', 'mache,', 'endives', 'et', 'betteraves', 'cuites', 'au', 'four', 'au', 'vinaigre', 'de', 'vin', 'vieux']","['salade', 'de', 'mache,', 'endives', 'et', 'betteraves', 'cuites', 'au', 'four', 'au', 'vinaigre', 'de', 'vin', 'vieux']","[('salade', 'NN'), ('de', 'IN'), ('mache,', 'FW'), ('endives', 'NNS'), ('et', 'VBP'), ('betteraves', 'NNS'), ('cuites', 'NNS'), ('au', 'VBP'), ('four', 'CD'), ('au', 'JJ'), ('vinaigre', 'FW'), ('de', 'FW'), ('vin', 'FW'), ('vieux', 'NN')]",14.0,14.0,"'salade', 'de', 'mache,', 'endives', 'et', 'betteraves', 'cuites', 'au', 'four', 'au', 'vinaigre', 'de', 'vin', 'vieux'",salade de mache endives et betteraves cuites au four au vinaigre de vin vieux,1990,150.61111111111111
492558,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,salade fermette aux gesiers de canard confits,170248.0,527789,45586,1,1,1993,1993,0.0,0.0,55.0,,"['salade', 'fermette', 'aux', 'gesiers', 'de', 'canard', 'confits']","['salade', 'fermette', 'aux', 'gesiers', 'de', 'canard', 'confits']","[('salade', 'NN'), ('fermette', 'NN'), ('aux', 'JJ'), ('gesiers', 'NNS'), ('de', 'FW'), ('canard', 'FW'), ('confits', 'NNS')]",7.0,7.0,"'salade', 'fermette', 'aux', 'gesiers', 'de', 'canard', 'confits'",salade fermette aux gesiers de canard confits,1990,150.61111111111111
492559,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,"persille de saumon et poireau, vinaigrette aux herbes",170249.0,527790,45586,1,1,1993,1993,0.0,0.0,56.0,,"['persille', 'de', 'saumon', 'et', 'poireau,', 'vinaigrette', 'aux', 'herbes']","['persille', 'de', 'saumon', 'et', 'poireau,', 'vinaigrette', 'aux', 'herbes']","[('persille', 'NN'), ('de', 'IN'), ('saumon', 'FW'), ('et', 'FW'), ('poireau,', 'FW'), ('vinaigrette', 'FW'), ('aux', 'NN'), ('herbes', 'NNS')]",8.0,8.0,"'persille', 'de', 'saumon', 'et', 'poireau,', 'vinaigrette', 'aux', 'herbes'",persille de saumon et poireau vinaigrette aux herbes,1990,150.61111111111111
492560,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,terrine de foies de volaille menagere,170250.0,527791,45586,2,2,1993,1993,0.0,0.0,56.0,,"['terrine', 'de', 'foies', 'de', 'volaille', 'menagere']","['terrine', 'de', 'foies', 'de', 'volaille', 'menagere']","[('terrine', 'NN'), ('de', 'IN'), ('foies', 'NNS'), ('de', 'IN'), ('volaille', 'FW'), ('menagere', 'FW')]",6.0,6.0,"'terrine', 'de', 'foies', 'de', 'volaille', 'menagere'",terrine de foies de volaille menagere,1990,150.61111111111111
492561,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,effeuillee de coquilles st-jacques et saumon fume,170251.0,527792,45586,1,1,1993,1993,0.0,0.0,76.0,,"['effeuillee', 'de', 'coquilles', 'st-jacques', 'et', 'saumon', 'fume']","['effeuillee', 'de', 'coquilles', 'st-jacques', 'et', 'saumon', 'fume']","[('effeuillee', 'NN'), ('de', 'IN'), ('coquilles', 'NNS'), ('st-jacques', 'NNS'), ('et', 'VBP'), ('saumon', 'JJ'), ('fume', 'NN')]",7.0,7.0,"'effeuillee', 'de', 'coquilles', 'st-jacques', 'et', 'saumon', 'fume'",effeuillee de coquilles stjacques et saumon fume,1990,150.61111111111111
492562,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,le foie gras de canard maison cuit en terrine ,170252.0,527794,45586,1,1,1993,1993,0.0,0.0,130.0,,"['le', 'foie', 'gras', 'de', 'canard', 'maison', 'cuit', 'en', 'terrine']","['le', 'foie', 'gras', 'de', 'canard', 'maison', 'cuit', 'en', 'terrine']","[('le', 'NN'), ('foie', 'NN'), ('gras', 'FW'), ('de', 'FW'), ('canard', 'FW'), ('maison', 'NN'), ('cuit', 'NN'), ('en', 'FW'), ('terrine', 'NN')]",9.0,9.0,"'le', 'foie', 'gras', 'de', 'canard', 'maison', 'cuit', 'en', 'terrine'",le foie gras de canard maison cuit en terrine,1990,150.61111111111111
492563,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,avec 1 verre de quarts de chaume (7cl),170253.0,527795,45586,1,1,1993,1993,0.0,0.0,25.0,,"['avec', '1', 'verre', 'de', 'quarts', 'de', 'chaume', '(7cl)']","['avec', '1', 'verre', 'de', 'quarts', 'de', 'chaume', '(7cl)']","[('avec', 'RB'), ('1', 'CD'), ('verre', 'NN'), ('de', 'FW'), ('quarts', 'FW'), ('de', 'FW'), ('chaume', 'FW'), ('(7cl)', 'FW')]",8.0,8.0,"'avec', '1', 'verre', 'de', 'quarts', 'de', 'chaume', '(7cl)'",avec  verre de quarts de chaume cl,1990,150.61111111111111
492564,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,6 huitres speciales no 2,170254.0,527796,45586,1,1,1993,1993,0.0,0.0,105.0,,"['6', 'huitres', 'speciales', 'no', '2']","['6', 'huitres', 'speciales', '2']","[('6', 'CD'), ('huitres', 'NNS'), ('speciales', 'VBZ'), ('2', 'CD')]",4.0,5.0,"'6', 'huitres', 'speciales', '2'", huitres speciales ,1990,150.61111111111111
492565,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,9 huitres speciales no 2,170255.0,527797,45586,1,1,1993,1993,0.0,0.0,150.0,,"['9', 'huitres', 'speciales', 'no', '2']","['9', 'huitres', 'speciales', '2']","[('9', 'CD'), ('huitres', 'NNS'), ('speciales', 'VBZ'), ('2', 'CD')]",4.0,5.0,"'9', 'huitres', 'speciales', '2'", huitres speciales ,1990,150.61111111111111
492566,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,12 huitres speciales no 2,170256.0,527798,45586,1,1,1993,1993,0.0,0.0,190.0,,"['12', 'huitres', 'speciales', 'no', '2']","['12', 'huitres', 'speciales', '2']","[('12', 'CD'), ('huitres', 'NNS'), ('speciales', 'VBZ'), ('2', 'CD')]",4.0,5.0,"'12', 'huitres', 'speciales', '2'", huitres speciales ,1990,150.61111111111111
492567,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,curry de crevettes roses au riz sauvage,170257.0,527799,45586,1,1,1993,1993,0.0,0.0,48.0,,"['curry', 'de', 'crevettes', 'roses', 'au', 'riz', 'sauvage']","['curry', 'de', 'crevettes', 'roses', 'au', 'riz', 'sauvage']","[('curry', 'NN'), ('de', 'IN'), ('crevettes', 'NNS'), ('roses', 'NNS'), ('au', 'VBP'), ('riz', 'JJ'), ('sauvage', 'NN')]",7.0,7.0,"'curry', 'de', 'crevettes', 'roses', 'au', 'riz', 'sauvage'",curry de crevettes roses au riz sauvage,1990,150.61111111111111
492568,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,souple de moules aux pistils de safran,170258.0,527800,45586,1,1,1993,1993,0.0,0.0,55.0,,"['souple', 'de', 'moules', 'aux', 'pistils', 'de', 'safran']","['souple', 'de', 'moules', 'aux', 'pistils', 'de', 'safran']","[('souple', 'NN'), ('de', 'IN'), ('moules', 'FW'), ('aux', 'FW'), ('pistils', 'FW'), ('de', 'FW'), ('safran', 'NN')]",7.0,7.0,"'souple', 'de', 'moules', 'aux', 'pistils', 'de', 'safran'",souple de moules aux pistils de safran,1990,150.61111111111111
492569,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,poireaux tiedes et tete de veau en ravigote,170259.0,527801,45586,1,1,1993,1993,0.0,0.0,58.0,,"['poireaux', 'tiedes', 'et', 'tete', 'de', 'veau', 'en', 'ravigote']","['poireaux', 'tiedes', 'et', 'tete', 'de', 'veau', 'en', 'ravigote']","[('poireaux', 'NN'), ('tiedes', 'NNS'), ('et', 'VBP'), ('tete', 'JJ'), ('de', 'FW'), ('veau', 'FW'), ('en', 'FW'), ('ravigote', 'NN')]",8.0,8.0,"'poireaux', 'tiedes', 'et', 'tete', 'de', 'veau', 'en', 'ravigote'",poireaux tiedes et tete de veau en ravigote,1990,150.61111111111111
492570,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,6 huitres speciales no2 chaudes au vin de champagne,170260.0,527802,45586,1,1,1993,1993,0.0,0.0,115.0,,"['6', 'huitres', 'speciales', 'no2', 'chaudes', 'au', 'vin', 'de', 'champagne']","['6', 'huitres', 'speciales', 'no2', 'chaudes', 'au', 'vin', 'de', 'champagne']","[('6', 'CD'), ('huitres', 'NNS'), ('speciales', 'NNS'), ('no2', 'RB'), ('chaudes', 'NNS'), ('au', 'VBP'), ('vin', 'FW'), ('de', 'FW'), ('champagne', 'NN')]",9.0,9.0,"'6', 'huitres', 'speciales', 'no2', 'chaudes', 'au', 'vin', 'de', 'champagne'", huitres speciales no chaudes au vin de champagne,1990,150.61111111111111
492571,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,feuillete de poireaux a la confiture d'oignons,170261.0,527803,45586,1,1,1993,1993,0.0,0.0,53.0,,"['feuillete', 'de', 'poireaux', 'a', 'la', 'confiture', ""d'oignons""]","['feuillete', 'de', 'poireaux', 'la', 'confiture', ""d'oignons""]","[('feuillete', 'NN'), ('de', 'FW'), ('poireaux', 'FW'), ('la', 'FW'), ('confiture', 'NN'), (""d'oignons"", 'NNS')]",6.0,7.0,"'feuillete', 'de', 'poireaux', 'la', 'confiture', 'd'oignons'",feuillete de poireaux la confiture doignons,1990,150.61111111111111
492572,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,feuillete de biscuit de st-jacques au noilly,170262.0,527804,45586,1,1,1993,1993,0.0,0.0,75.0,,"['feuillete', 'de', 'biscuit', 'de', 'st-jacques', 'au', 'noilly']","['feuillete', 'de', 'biscuit', 'de', 'st-jacques', 'au', 'noilly']","[('feuillete', 'NN'), ('de', 'FW'), ('biscuit', 'FW'), ('de', 'IN'), ('st-jacques', 'NNS'), ('au', 'NNS'), ('noilly', 'RB')]",7.0,7.0,"'feuillete', 'de', 'biscuit', 'de', 'st-jacques', 'au', 'noilly'",feuillete de biscuit de stjacques au noilly,1990,150.61111111111111
492573,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,faux-filet,153313.0,527805,45587,2,2,1993,1993,0.0,0.0,95.0,,['faux-filet'],['faux-filet'],"[('faux-filet', 'NN')]",1.0,1.0,'faux-filet',fauxfilet,1990,150.61111111111111
492574,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,"tranche de selle d'agneau grillee, sauce bearnaise legere",170263.0,527806,45587,1,1,1993,1993,0.0,0.0,110.0,,"['tranche', 'de', 'selle', ""d'agneau"", 'grillee,', 'sauce', 'bearnaise', 'legere']","['tranche', 'de', 'selle', ""d'agneau"", 'grillee,', 'sauce', 'bearnaise', 'legere']","[('tranche', 'NN'), ('de', 'IN'), ('selle', 'FW'), (""d'agneau"", 'NN'), ('grillee,', 'NN'), ('sauce', 'VBP'), ('bearnaise', 'NN'), ('legere', 'NN')]",8.0,8.0,"'tranche', 'de', 'selle', 'd'agneau', 'grillee,', 'sauce', 'bearnaise', 'legere'",tranche de selle dagneau grillee sauce bearnaise legere,1990,150.61111111111111
492575,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,coeur de filet,170264.0,527807,45587,2,2,1993,1993,0.0,0.0,140.0,,"['coeur', 'de', 'filet']","['coeur', 'de', 'filet']","[('coeur', 'NN'), ('de', 'FW'), ('filet', 'NN')]",3.0,3.0,"'coeur', 'de', 'filet'",coeur de filet,1990,150.61111111111111
492576,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,"cote de boeuf, sauce bearnaise (pour 2 pers.) temps de cuisson: 20 mn",170265.0,527808,45587,1,1,1993,1993,0.0,0.0,275.0,,"['cote', 'de', 'boeuf,', 'sauce', 'bearnaise', '(pour', '2', 'pers.)', 'temps', 'de', 'cuisson:', '20', 'mn']","['cote', 'de', 'boeuf,', 'sauce', 'bearnaise', '(pour', '2', 'pers.)', 'temps', 'de', 'cuisson:', '20', 'mn']","[('cote', 'NN'), ('de', 'IN'), ('boeuf,', 'FW'), ('sauce', 'FW'), ('bearnaise', 'VB'), ('(pour', 'CD'), ('2', 'CD'), ('pers.)', 'NN'), ('temps', 'NNS'), ('de', 'IN'), ('cuisson:', 'NN'), ('20', 'CD'), ('mn', 'NN')]",13.0,13.0,"'cote', 'de', 'boeuf,', 'sauce', 'bearnaise', '(pour', '2', 'pers.)', 'temps', 'de', 'cuisson:', '20', 'mn'",cote de boeuf sauce bearnaise pour  pers temps de cuisson  mn,1990,150.61111111111111
492577,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,queue de filet de boeuf au roquefort,170266.0,527809,45587,1,1,1993,1993,0.0,0.0,140.0,,"['queue', 'de', 'filet', 'de', 'boeuf', 'au', 'roquefort']","['queue', 'de', 'filet', 'de', 'boeuf', 'au', 'roquefort']","[('queue', 'NN'), ('de', 'FW'), ('filet', 'FW'), ('de', 'FW'), ('boeuf', 'FW'), ('au', 'FW'), ('roquefort', 'NN')]",7.0,7.0,"'queue', 'de', 'filet', 'de', 'boeuf', 'au', 'roquefort'",queue de filet de boeuf au roquefort,1990,150.61111111111111
492578,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,"tournedos dans le filet, sauce au poivre",170267.0,527810,45587,1,1,1993,1993,0.0,0.0,145.0,,"['tournedos', 'dans', 'le', 'filet,', 'sauce', 'au', 'poivre']","['tournedos', 'dans', 'le', 'filet,', 'sauce', 'au', 'poivre']","[('tournedos', 'NNS'), ('dans', 'NNS'), ('le', 'VBP'), ('filet,', 'JJ'), ('sauce', 'NN'), ('au', 'NN'), ('poivre', 'NN')]",7.0,7.0,"'tournedos', 'dans', 'le', 'filet,', 'sauce', 'au', 'poivre'",tournedos dans le filet sauce au poivre,1990,150.61111111111111
492579,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,steack tartare,153390.0,527811,45587,2,2,1993,1993,0.0,0.0,95.0,,"['steack', 'tartare']","['steack', 'tartare']","[('steack', 'NN'), ('tartare', 'NN')]",2.0,2.0,"'steack', 'tartare'",steack tartare,1990,150.61111111111111
492580,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,"andouillette de troyes a la graine de moutarde tiree a la ficelle, de s.duval diplome a.a.a.a.a",170268.0,527813,45587,1,1,1993,1993,0.0,0.0,95.0,,"['andouillette', 'de', 'troyes', 'a', 'la', 'graine', 'de', 'moutarde', 'tiree', 'a', 'la', 'ficelle,', 'de', 's.duval', 'diplome', 'a.a.a.a.a']","['andouillette', 'de', 'troyes', 'la', 'graine', 'de', 'moutarde', 'tiree', 'la', 'ficelle,', 'de', 's.duval', 'diplome', 'a.a.a.a.a']","[('andouillette', 'NN'), ('de', 'FW'), ('troyes', 'FW'), ('la', 'FW'), ('graine', 'FW'), ('de', 'FW'), ('moutarde', 'FW'), ('tiree', 'JJ'), ('la', 'FW'), ('ficelle,', 'FW'), ('de', 'FW'), ('s.duval', 'FW'), ('diplome', 'NN'), ('a.a.a.a.a', 'NN')]",14.0,16.0,"'andouillette', 'de', 'troyes', 'la', 'graine', 'de', 'moutarde', 'tiree', 'la', 'ficelle,', 'de', 's.duval', 'diplome', 'a.a.a.a.a'",andouillette de troyes la graine de moutarde tiree la ficelle de sduval diplome aaaaa,1990,150.61111111111111
492581,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,supreme de pintade au genievre et banyuls,170269.0,527814,45587,1,1,1993,1993,0.0,0.0,98.0,,"['supreme', 'de', 'pintade', 'au', 'genievre', 'et', 'banyuls']","['supreme', 'de', 'pintade', 'au', 'genievre', 'et', 'banyuls']","[('supreme', 'NN'), ('de', 'FW'), ('pintade', 'FW'), ('au', 'NN'), ('genievre', 'NN'), ('et', 'NN'), ('banyuls', 'NN')]",7.0,7.0,"'supreme', 'de', 'pintade', 'au', 'genievre', 'et', 'banyuls'",supreme de pintade au genievre et banyuls,1990,150.61111111111111
492582,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,magret de canard au poivre vert et pomme fruit,170270.0,527815,45587,1,1,1993,1993,0.0,0.0,140.0,,"['magret', 'de', 'canard', 'au', 'poivre', 'vert', 'et', 'pomme', 'fruit']","['magret', 'de', 'canard', 'au', 'poivre', 'vert', 'et', 'pomme', 'fruit']","[('magret', 'NN'), ('de', 'FW'), ('canard', 'NN'), ('au', 'NN'), ('poivre', 'NN'), ('vert', 'NN'), ('et', 'FW'), ('pomme', 'NN'), ('fruit', 'NN')]",9.0,9.0,"'magret', 'de', 'canard', 'au', 'poivre', 'vert', 'et', 'pomme', 'fruit'",magret de canard au poivre vert et pomme fruit,1990,150.61111111111111
492583,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,"noix de ris de veau, fricassee de champignons sauvages",170271.0,527816,45587,1,1,1993,1993,0.0,0.0,150.0,,"['noix', 'de', 'ris', 'de', 'veau,', 'fricassee', 'de', 'champignons', 'sauvages']","['noix', 'de', 'ris', 'de', 'veau,', 'fricassee', 'de', 'champignons', 'sauvages']","[('noix', 'NN'), ('de', 'FW'), ('ris', 'FW'), ('de', 'FW'), ('veau,', 'FW'), ('fricassee', 'FW'), ('de', 'FW'), ('champignons', 'NNS'), ('sauvages', 'NNS')]",9.0,9.0,"'noix', 'de', 'ris', 'de', 'veau,', 'fricassee', 'de', 'champignons', 'sauvages'",noix de ris de veau fricassee de champignons sauvages,1990,150.61111111111111
492584,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,tournedos de saumon aux feves et a la creme de bacon,170272.0,527817,45588,1,1,1993,1993,0.0,0.0,120.0,,"['tournedos', 'de', 'saumon', 'aux', 'feves', 'et', 'a', 'la', 'creme', 'de', 'bacon']","['tournedos', 'de', 'saumon', 'aux', 'feves', 'et', 'la', 'creme', 'de', 'bacon']","[('tournedos', 'NN'), ('de', 'IN'), ('saumon', 'FW'), ('aux', 'JJ'), ('feves', 'NNS'), ('et', 'VBP'), ('la', 'JJ'), ('creme', 'NN'), ('de', 'IN'), ('bacon', 'NN')]",10.0,11.0,"'tournedos', 'de', 'saumon', 'aux', 'feves', 'et', 'la', 'creme', 'de', 'bacon'",tournedos de saumon aux feves et la creme de bacon,1990,150.61111111111111
492585,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,"filets de sole aux pates fraiches, beurre de basilic",170273.0,527818,45588,1,1,1993,1993,0.0,0.0,135.0,,"['filets', 'de', 'sole', 'aux', 'pates', 'fraiches,', 'beurre', 'de', 'basilic']","['filets', 'de', 'sole', 'aux', 'pates', 'fraiches,', 'beurre', 'de', 'basilic']","[('filets', 'NNS'), ('de', 'VBP'), ('sole', 'JJ'), ('aux', 'NN'), ('pates', 'NNS'), ('fraiches,', 'VBP'), ('beurre', 'NN'), ('de', 'IN'), ('basilic', 'NN')]",9.0,9.0,"'filets', 'de', 'sole', 'aux', 'pates', 'fraiches,', 'beurre', 'de', 'basilic'",filets de sole aux pates fraiches beurre de basilic,1990,150.61111111111111
492586,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,"filet de barbue aux endives, citron vert et olives de nyons",170274.0,527819,45588,1,1,1993,1993,0.0,0.0,135.0,,"['filet', 'de', 'barbue', 'aux', 'endives,', 'citron', 'vert', 'et', 'olives', 'de', 'nyons']","['filet', 'de', 'barbue', 'aux', 'endives,', 'citron', 'vert', 'et', 'olives', 'de', 'nyons']","[('filet', 'NN'), ('de', 'IN'), ('barbue', 'FW'), ('aux', 'JJ'), ('endives,', 'NN'), ('citron', 'NN'), ('vert', 'NN'), ('et', 'VBP'), ('olives', 'VBZ'), ('de', 'FW'), ('nyons', 'NNS')]",11.0,11.0,"'filet', 'de', 'barbue', 'aux', 'endives,', 'citron', 'vert', 'et', 'olives', 'de', 'nyons'",filet de barbue aux endives citron vert et olives de nyons,1990,150.61111111111111
492587,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,noix de coquilles st-jacques a la provencale,170275.0,527820,45588,1,1,1993,1993,0.0,0.0,145.0,,"['noix', 'de', 'coquilles', 'st-jacques', 'a', 'la', 'provencale']","['noix', 'de', 'coquilles', 'st-jacques', 'la', 'provencale']","[('noix', 'NN'), ('de', 'IN'), ('coquilles', 'NNS'), ('st-jacques', 'NNS'), ('la', 'VBP'), ('provencale', 'NN')]",6.0,7.0,"'noix', 'de', 'coquilles', 'st-jacques', 'la', 'provencale'",noix de coquilles stjacques la provencale,1990,150.61111111111111
492588,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,"sole grillee, beurre blanc",170276.0,527821,45588,1,1,1993,1993,0.0,0.0,150.0,,"['sole', 'grillee,', 'beurre', 'blanc']","['sole', 'grillee,', 'beurre', 'blanc']","[('sole', 'JJ'), ('grillee,', 'NN'), ('beurre', 'NN'), ('blanc', 'NN')]",4.0,4.0,"'sole', 'grillee,', 'beurre', 'blanc'",sole grillee beurre blanc,1990,150.61111111111111
492589,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,"fond d'artichaut aux foies de volaille, sauce foie gras",170277.0,527822,45588,1,1,1993,1993,0.0,0.0,70.0,,"['fond', ""d'artichaut"", 'aux', 'foies', 'de', 'volaille,', 'sauce', 'foie', 'gras']","['fond', ""d'artichaut"", 'aux', 'foies', 'de', 'volaille,', 'sauce', 'foie', 'gras']","[('fond', 'NN'), (""d'artichaut"", 'NN'), ('aux', 'JJ'), ('foies', 'NNS'), ('de', 'IN'), ('volaille,', 'FW'), ('sauce', 'FW'), ('foie', 'NN'), ('gras', 'NNS')]",9.0,9.0,"'fond', 'd'artichaut', 'aux', 'foies', 'de', 'volaille,', 'sauce', 'foie', 'gras'",fond dartichaut aux foies de volaille sauce foie gras,1990,150.61111111111111
492590,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,"filet de bar aux epices, galette de pommes de terre",170278.0,527823,45588,1,1,1993,1993,0.0,0.0,150.0,,"['filet', 'de', 'bar', 'aux', 'epices,', 'galette', 'de', 'pommes', 'de', 'terre']","['filet', 'de', 'bar', 'aux', 'epices,', 'galette', 'de', 'pommes', 'de', 'terre']","[('filet', 'NN'), ('de', 'IN'), ('bar', 'NN'), ('aux', 'NN'), ('epices,', 'FW'), ('galette', 'NN'), ('de', 'FW'), ('pommes', 'FW'), ('de', 'FW'), ('terre', 'FW')]",10.0,10.0,"'filet', 'de', 'bar', 'aux', 'epices,', 'galette', 'de', 'pommes', 'de', 'terre'",filet de bar aux epices galette de pommes de terre,1990,150.61111111111111
492591,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,cote de veau au jus,170279.0,527824,45588,1,1,1993,1993,0.0,0.0,130.0,,"['cote', 'de', 'veau', 'au', 'jus']","['cote', 'de', 'veau', 'au', 'jus']","[('cote', 'NN'), ('de', 'IN'), ('veau', 'FW'), ('au', 'NN'), ('jus', 'NN')]",5.0,5.0,"'cote', 'de', 'veau', 'au', 'jus'",cote de veau au jus,1990,150.61111111111111
492592,26575,La Fermette Mabeuf 1900,,1993-06-19,La Fermette Mabeuf 1900,8,64,sole meuniere aux artichauts et champignons,170280.0,527825,45588,1,1,1993,1993,0.0,0.0,145.0,,"['sole', 'meuniere', 'aux', 'artichauts', 'et', 'champignons']","['sole', 'meuniere', 'aux', 'artichauts', 'et', 'champignons']","[('sole', 'NN'), ('meuniere', 'RB'), ('aux', 'JJ'), ('artichauts', 'NNS'), ('et', 'VBP'), ('champignons', 'NNS')]",6.0,6.0,"'sole', 'meuniere', 'aux', 'artichauts', 'et', 'champignons'",sole meuniere aux artichauts et champignons,1990,150.61111111111111
492600,26697,"restaurant, Maxim's, ",,1954-08-12,Maxim's,3,72,caviar volga,152574.0,525427,46157,3,3,1954,1966,0.0,0.0,1700.0,,"['caviar', 'volga']","['caviar', 'volga']","[('caviar', 'NN'), ('volga', 'NN')]",2.0,2.0,"'caviar', 'volga'",caviar volga,1950,454.34952606635073
